Actual Salary (USD),Predicted Salary (USD)
-0.17280539862040742,0.23074238664278707
0.9357174881572969,0.3521252653954379
-0.33116581101722237,0.342595179301063
1.4662248696866267,-0.13112872993319588
0.41312812724780773,0.24623013787399678
-0.33116581101722237,-0.6380169563870367
-0.2915757079180186,-0.40920033112003595
0.9357174881572969,0.6897124061067437
-1.0912957905219338,-0.5042350740807213
1.1621728778847422,-0.10360327261020558
1.252438312950927,0.5337153109655366
-0.1838906274881844,0.24623013787399678
-0.7270668420092595,0.03195251284085312
0.06473521997481486,0.8539890564528724
2.519321612125446,0.6781698823003331
0.19142354989226687,-0.12312048961684904
-0.2519856048188149,-0.07124198026440301
-1.2528234111666852,-0.546432799828456
-1.3605084915965193,0.02551738132428983
-1.8702864951431062,-1.657997800348229
-1.4792788008941307,-0.7395049709705382
-0.20644115021349085,0.342595179301063
1.0631817840954934,-0.1681454407850312
0.14391542617322234,0.342595179301063
0.38145604476844475,0.2606308308876984
-0.6241325739513299,0.5658836863658797
-0.6953947595298966,-0.1933615172161966
0.3972920860081262,-0.12834806656152206
0.12871282658312816,0.38534545478196386
-1.159834177007275,-1.005172882976426
-1.5694017115891579,-1.1891050449185732
-1.480498176069586,-0.8232281114062634
-0.20051847078984994,0.3764489142474571
1.1099139417937933,0.5658836863658797
-0.6478866358108522,-0.6782214788520279
0.05523359523100601,0.6323150594920051
0.6981768695620746,0.3764489142474571
-1.2056161722311944,-1.192704776208523
-1.9715104707471498,-1.7105712730473368
0.7836914922563547,0.3764489142474571
-1.1229678730012969,-0.4703687031100306
-1.1229678730012969,-0.12400857096800978
-0.40876241309166167,-0.5619657826407416
0.30227583857003726,0.0035658182382690843
1.28411039543029,0.7981339821455313
-1.12977737073436,-0.546432799828456
0.30227583857003726,0.3521252653954379
2.2041843914557844,0.38534545478196386
2.360961199728631,0.9450776280901545
0.7773570757604821,0.1961003581956291
-0.33116581101722237,0.38534545478196386
1.4107987253477416,0.5561781000495202
-1.7093131359417437,-1.1187175231397135
0.2230956323716298,0.2861659699347761
-0.33116581101722237,-0.13112872993319588
1.1962203665500575,0.342595179301063
0.5809901643884315,0.15977660456514564
-0.6953947595298966,0.2955364548426023
-0.33116581101722237,-0.3366371552478586
0.9357174881572969,-0.3714176312892921
0.9230486551655519,0.42055542250182915
-1.2813282853981116,-0.8232281114062634
0.06473521997481486,-0.17800793068550624
-0.8854272544060745,0.3764489142474571
-0.83791913068703,-0.1681454407850312
0.595242601504145,0.3764489142474571
2.471496767581608,-0.04967991262024682
-0.031864631587242155,-0.1681454407850312
-0.057202297570732516,0.1858781185995374
0.30227583857003726,0.35681263864301055
-0.26782164605849634,0.5658836863658797
2.0442403749350015,0.5658836863658797
-0.28840849967008225,0.8354972397507279
0.033063137495451936,-0.546432799828456
-0.964607460604482,-0.8232281114062634
-1.0738761451582841,0.5658836863658797
-0.1450606543684854,-0.9441998234200791
0.4638034592147885,0.3521252653954379
-1.1229678730012969,-0.7244523550478661
0.06473521997481486,-0.0591681947009679
-0.806247048207667,-0.8871779413947513
0.151041644731079,0.3572021098205749
-1.159834177007275,-0.6241496462586946
-0.4420180996949928,-0.23367347631504337
-0.9183662201846118,0.342595179301063
-0.9329353781251188,-0.1681454407850312
-0.31532976977754085,0.8354972397507279
2.677682024522261,0.6042480921419963
0.33394792104940024,0.720087630615893
0.1724203004046491,0.24623013787399678
-1.5817854958385886,-1.298409377252032
0.04889917873513345,0.5227563487564476
0.8090291582398451,0.6323150594920051
0.14391542617322234,0.6706388524786818
1.09566150467808,0.38534545478196386
1.584361737334651,0.6185624552475251
0.4721965610718197,0.8354972397507279
-0.8854272544060745,0.2955364548426023
-0.6478866358108522,0.14243449702337482
0.6585867664628708,-0.546432799828456
0.8565372819588896,0.5704381290939774
-0.5049821996639664,-0.5727772168540621
-0.7634897368605269,-0.5619657826407416
0.30227583857003726,0.04804245137260144
-0.964607460604482,0.02551738132428983
-1.3765979094960357,-1.2127398502885085
0.4582608447809,0.8354972397507279
-1.062410851300755,-1.0545950009117815
-0.806247048207667,1.1591991130854555
-1.3130003678774747,-0.5331759052324206
-1.2056161722311944,-0.6069910359863943
2.2817809935302233,0.5955749508405536
-0.10946123366168146,-0.28566609271567406
0.4606362509668521,-0.10360327261020558
1.4305937768973436,0.3764489142474571
2.123420581133409,0.8354972397507279
2.202600787331816,0.8354972397507279
0.5398164571652597,0.7402359873629949
0.30227583857003726,0.3521252653954379
0.9357174881572969,0.6185624552475251
0.14391542617322234,0.06424591688106361
0.3656200035287633,0.5111490902219594
0.30227583857003726,0.8539890564528724
-0.5752942227681521,-1.04056025316712
-0.4103460172156298,-0.04967991262024682
-1.7572963408979787,-1.2631878310754148
0.6189966633636671,0.02551738132428983
